"Line","Strain","Generations","LR_sample","SR_callable_3x","SR_callable_10x","LR_callable_3x","LR_callable_10x","SR_SNP_rate_3x","SR_Indel_rate_3x","SR_Total_rate_3x","SR_SNP_rate_10x","SR_Indel_rate_10x","SR_Total_rate_10x","SR_matched_SNP_rate_3x","SR_matched_Indel_rate_3x","SR_matched_SNP_rate_10x","SR_matched_Indel_rate_10x","LR_SNP_rate_3x","LR_Indel_rate_3x","LR_Total_rate_3x","LR_SNP_rate_10x","LR_Indel_rate_10x","LR_Total_rate_10x","SR_TsTv_3x","SR_TsTv_10x","LR_TsTv_3x","LR_TsTv_10x","SR_InsDel_3x","SR_InsDel_10x","LR_InsDel_3x","LR_InsDel_10x","SR_3x_n_snp","SR_3x_n_indel","SR_3x_n_total","SR_10x_n_snp","SR_10x_n_indel","SR_10x_n_total","SR_matched_3x_n_snp","SR_matched_3x_n_indel","SR_matched_10x_n_snp","SR_matched_10x_n_indel","LR_3x_n_snp","LR_3x_n_indel","LR_3x_n_total","LR_10x_n_snp","LR_10x_n_indel","LR_10x_n_total","SR_3x_GC_to_AT","SR_3x_GC_to_CG","SR_3x_GC_to_TA","SR_3x_AT_to_GC","SR_3x_AT_to_CG","SR_3x_AT_to_TA","SR_3x_del_1","SR_3x_del_2","SR_3x_del_3_5","SR_3x_del_6_10","SR_3x_del_10plus","SR_3x_ins_1","SR_3x_ins_2","SR_3x_ins_3_5","SR_3x_ins_6_10","SR_3x_ins_10plus","SR_10x_GC_to_AT","SR_10x_GC_to_CG","SR_10x_GC_to_TA","SR_10x_AT_to_GC","SR_10x_AT_to_CG","SR_10x_AT_to_TA","SR_10x_del_1","SR_10x_del_2","SR_10x_del_3_5","SR_10x_del_6_10","SR_10x_del_10plus","SR_10x_ins_1","SR_10x_ins_2","SR_10x_ins_3_5","SR_10x_ins_6_10","SR_10x_ins_10plus","SR_matched_3x_GC_to_AT","SR_matched_3x_GC_to_CG","SR_matched_3x_GC_to_TA","SR_matched_3x_AT_to_GC","SR_matched_3x_AT_to_CG","SR_matched_3x_AT_to_TA","SR_matched_3x_del_1","SR_matched_3x_del_2","SR_matched_3x_del_3_5","SR_matched_3x_del_6_10","SR_matched_3x_del_10plus","SR_matched_3x_ins_1","SR_matched_3x_ins_2","SR_matched_3x_ins_3_5","SR_matched_3x_ins_6_10","SR_matched_3x_ins_10plus","SR_matched_10x_GC_to_AT","SR_matched_10x_GC_to_CG","SR_matched_10x_GC_to_TA","SR_matched_10x_AT_to_GC","SR_matched_10x_AT_to_CG","SR_matched_10x_AT_to_TA","SR_matched_10x_del_1","SR_matched_10x_del_2","SR_matched_10x_del_3_5","SR_matched_10x_del_6_10","SR_matched_10x_del_10plus","SR_matched_10x_ins_1","SR_matched_10x_ins_2","SR_matched_10x_ins_3_5","SR_matched_10x_ins_6_10","SR_matched_10x_ins_10plus","LR_3x_GC_to_AT","LR_3x_GC_to_CG","LR_3x_GC_to_TA","LR_3x_AT_to_GC","LR_3x_AT_to_CG","LR_3x_AT_to_TA","LR_3x_del_1","LR_3x_del_2","LR_3x_del_3_5","LR_3x_del_6_10","LR_3x_del_10plus","LR_3x_ins_1","LR_3x_ins_2","LR_3x_ins_3_5","LR_3x_ins_6_10","LR_3x_ins_10plus","LR_10x_GC_to_AT","LR_10x_GC_to_CG","LR_10x_GC_to_TA","LR_10x_AT_to_GC","LR_10x_AT_to_CG","LR_10x_AT_to_TA","LR_10x_del_1","LR_10x_del_2","LR_10x_del_3_5","LR_10x_del_6_10","LR_10x_del_10plus","LR_10x_ins_1","LR_10x_ins_2","LR_10x_ins_3_5","LR_10x_ins_6_10","LR_10x_ins_10plus"
"312","PB800",238,NA,97181950,92376954,NA,NA,1.77264304290072e-09,3.02646373178171e-10,2.07528941607889e-09,1.3190382906087e-09,2.27420394932534e-10,1.54645868554123e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.611111111111111,NA,NA,0.4,0.666666666666667,NA,NA,41,7,48,29,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,12,3,2,9,4,0,1,0,0,2,0,0,0,0,9,1,8,2,2,7,2,0,1,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","PB800",238,NA,96422949,83137046,NA,NA,2.04804969817547e-09,6.10057356903331e-10,2.6581070550788e-09,1.81941157978695e-09,4.54852894946739e-10,2.27426447473369e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740740740740741,0.894736842105263,NA,NA,0.4,0.5,NA,NA,47,14,61,36,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,12,7,3,7,6,2,1,1,0,3,0,0,0,1,12,4,7,5,2,6,3,1,1,1,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","PB800",238,NA,96646386,86746622,NA,NA,1.86941567486614e-09,4.34747831364218e-10,2.30416350623035e-09,1.64683234417062e-09,1.45308736250349e-10,1.79214108042097e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869565217391304,0.789473684210526,NA,NA,0.428571428571429,0,NA,NA,43,10,53,34,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,3,8,6,5,4,1,1,0,1,0,0,1,0,2,9,6,3,6,5,5,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","PB800",238,NA,95974510,75609326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","PB800",238,NA,95846462,73520624,NA,NA,2.23571856294199e-09,4.82213807693371e-10,2.71793237063536e-09,1.94308936846269e-09,1.14299374615452e-10,2.05738874307814e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,1.42857142857143,NA,NA,2.66666666666667,1,NA,NA,51,11,62,34,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,10,6,2,5,1,0,1,1,0,4,1,1,1,1,15,5,7,5,0,2,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","PB800",238,NA,96798020,87599661,NA,NA,1.73626719731206e-09,3.0384675952961e-10,2.04011395684167e-09,1.43893730556865e-09,1.43893730556865e-10,1.58283103612552e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538461538461538,0.578947368421053,NA,NA,0.166666666666667,0.5,NA,NA,40,7,47,30,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,6,1,5,9,3,2,1,0,0,0,0,1,0,0,10,5,3,1,4,7,2,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","PB800",238,NA,97206428,92619164,NA,NA,2.11799113677108e-09,8.64486178273912e-10,2.98247731504499e-09,1.58777964708699e-09,3.62921062191311e-10,1.9507007092783e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57894736842105,2.18181818181818,NA,NA,0.666666666666667,0.333333333333333,NA,NA,49,20,69,35,8,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,6,11,5,5,6,2,1,2,1,3,1,2,0,2,13,2,3,11,4,2,3,2,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","PB800",238,NA,97030425,89568312,NA,NA,1.21247597156798e-09,6.92843412324562e-10,1.90531938389255e-09,9.85117304852715e-10,6.0983452205168e-10,1.59495182690440e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15384615384615,0.75,NA,NA,0.333333333333333,0.181818181818182,NA,NA,28,16,44,21,13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,3,4,3,4,4,3,4,0,1,1,2,1,0,0,6,2,3,3,3,4,3,3,4,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","PB800",238,NA,93521399,42429737,NA,NA,1.1231869703609e-09,6.28984703402103e-10,1.752171673763e-09,6.93187532741067e-10,9.9026790391581e-11,7.92214323132648e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08333333333333,0.4,NA,NA,1.8,Inf,NA,NA,25,14,39,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,5,2,3,2,1,1,1,0,5,1,2,1,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","PB800",238,"PB_329",97256986,93190117,100416886,99395216,1.20965149818163e-09,3.02412874545406e-10,1.51206437272703e-09,1.0820926014553e-09,1.80348766909217e-10,1.26244136836452e-09,1.33925701584394e-09,3.02412874545406e-10,1.35261575181912e-09,1.80348766909217e-10,1.96659147144474e-09,3.34738973862934e-10,2.30133044530767e-09,1.43726376988952e-09,1.6908985528112e-10,1.60635362517064e-09,1.33333333333333,0.846153846153846,0.88,0.789473684210526,2.5,3,3,3,28,7,35,24,4,28,31,7,30,4,47,8,55,34,4,38,14,1,4,2,2,5,1,0,0,1,0,3,0,1,0,1,11,1,5,0,3,4,0,0,0,1,0,3,0,0,0,0,14,1,5,2,3,6,1,0,0,1,0,3,0,1,0,1,13,1,5,2,3,6,0,0,0,1,0,2,0,1,0,0,16,2,10,6,5,8,1,0,0,1,0,4,0,1,0,1,13,1,9,2,3,6,0,0,0,1,0,2,0,1,0,0
"331","PB800",238,NA,96822463,90208809,NA,NA,1.909411760986e-09,3.47165774724727e-10,2.25657753571073e-09,1.49047285961402e-09,1.86309107451753e-10,1.67678196706577e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.777777777777778,NA,NA,0.6,0.333333333333333,NA,NA,44,8,52,32,4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,10,3,6,4,1,2,2,0,0,2,0,1,0,0,11,5,7,3,4,2,0,1,2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","PB800",238,NA,97008176,91915776,NA,NA,1.64588050337343e-09,3.8981380343055e-10,2.03569430680398e-09,1.55421788374112e-09,3.19986034887878e-10,1.874203918629e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11111111111111,1,NA,NA,0.8,0.75,NA,NA,38,9,47,34,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,6,9,2,8,2,1,0,1,1,1,2,1,0,0,8,2,5,9,2,8,2,1,0,1,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","PB800",238,NA,96384887,81571982,NA,NA,1.83089479821971e-09,6.10298266073235e-10,2.44119306429294e-09,1.54526612051755e-09,4.12070965471346e-10,1.95733708598889e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826086956521739,1.14285714285714,NA,NA,0.75,0.6,NA,NA,42,14,56,30,8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,5,7,6,3,0,1,3,1,3,0,0,1,2,11,3,4,5,4,3,2,0,1,2,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","PB800",238,NA,97064547,92504628,NA,NA,2.20766202396962e-09,5.19449887992852e-10,2.72711191196247e-09,1.86227339418116e-09,3.1794911607971e-10,2.18022251026087e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1.05,NA,NA,0.5,0.166666666666667,NA,NA,51,12,63,41,7,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,6,5,6,9,4,1,2,0,1,3,0,0,0,1,16,4,4,5,4,8,4,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","PB800",238,"PB_342",96261915,79230374,100217674,99068581,1.745936873277e-09,2.18242109159625e-10,1.96417898243662e-09,1.37881082675429e-09,1.06062371288792e-10,1.48487319804308e-09,2.00782740426855e-09,2.6189053099155e-10,1.75002912626506e-09,2.12124742577583e-10,2.80901156259141e-09,2.51553274261918e-10,3.06056483685333e-09,2.24782744824267e-09,1.69647354584352e-10,2.41747480282702e-09,1.10526315789474,1.16666666666667,0.861111111111111,0.892857142857143,0,0,0,0,40,5,45,26,2,28,46,6,33,4,67,6,73,53,4,57,11,5,7,10,2,5,1,0,2,2,0,0,0,0,0,0,7,4,4,7,1,3,0,0,1,1,0,0,0,0,0,0,13,5,8,10,4,6,2,0,2,2,0,0,0,0,0,0,10,4,6,8,2,3,1,0,2,1,0,0,0,0,0,0,17,7,10,14,10,9,2,0,2,2,0,0,0,0,0,0,14,6,8,11,8,6,1,0,2,1,0,0,0,0,0,0
"345","PB800",238,NA,97185717,92969658,NA,NA,1.77257433376784e-09,6.05269284701215e-10,2.37784361846906e-09,1.44621142429722e-09,2.71164642055728e-10,1.71737606635294e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863636363636364,0.777777777777778,NA,NA,1.8,0.5,NA,NA,41,14,55,32,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,8,5,2,8,2,0,2,0,1,2,0,3,1,3,11,3,7,3,2,6,2,0,1,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","PB800",238,NA,96571522,84927354,NA,NA,1.69683093757689e-09,7.39644254841209e-10,2.4364751924181e-09,1.5831622578587e-09,2.47369102790422e-10,1.83053136064912e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.523809523809524,NA,NA,4.66666666666667,Inf,NA,NA,39,17,56,32,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,12,4,3,9,0,0,1,0,2,6,2,1,2,3,7,2,11,4,3,5,0,0,0,0,0,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","PB800",238,NA,95830106,72010414,NA,NA,1.13997262487627e-09,5.26141211481357e-10,1.66611383635763e-09,8.7522354869441e-10,2.33392946318509e-10,1.10861649501292e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,NA,NA,0.714285714285714,0.333333333333333,NA,NA,26,12,38,15,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,5,4,2,3,4,0,2,1,0,2,2,0,0,1,3,3,2,3,2,2,0,0,2,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","PB800",238,NA,96557001,86671351,NA,NA,2.21926646505637e-09,4.7866531599255e-10,2.69793178104892e-09,1.55130593859792e-09,2.90869863487111e-10,1.84217580208503e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545454545454545,0.523809523809524,NA,NA,2.66666666666667,1,NA,NA,51,11,62,32,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,6,7,9,14,0,0,3,0,0,5,1,0,0,2,5,3,4,6,3,11,0,0,3,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","PB800",238,NA,95890746,72422960,NA,NA,1.5336080869515e-09,5.69625860867698e-10,2.10323394781919e-09,1.16031730055466e-09,1.16031730055466e-10,1.27634903061013e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590909090909091,0.428571428571429,NA,NA,2.25,1,NA,NA,35,13,48,20,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,13,5,3,3,3,1,0,0,0,3,0,1,2,3,4,3,8,2,1,2,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","PB800",238,NA,96507795,82812772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","PB800",238,NA,96833337,87019584,NA,NA,1.4318980062091e-09,3.90517638057027e-10,1.82241564426613e-09,1.15882346822589e-09,1.93137244704314e-10,1.3519607129302e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,1.18181818181818,NA,NA,0.8,0,NA,NA,33,9,42,24,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4,6,3,9,0,1,2,1,1,0,0,2,2,0,8,2,2,5,2,5,0,1,2,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","PB800",238,NA,96612591,84486814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","PB800",238,"PB_358",96588350,83767832,100264154,99092046,1.65303440369588e-09,5.22010864325013e-10,2.17504526802089e-09,1.50475925135638e-09,2.50793208559397e-10,1.75555245991578e-09,2.04454255193964e-09,3.9150814824376e-10,2.05650431018706e-09,2.00634566847518e-10,2.09530550283649e-09,4.19061100567298e-10,2.51436660340379e-09,1.86567900293261e-09,2.12008977605978e-10,2.07768798053858e-09,1,1.30769230769231,0.785714285714286,1,1,0.666666666666667,1.5,0.666666666666667,38,12,50,30,5,35,47,9,41,4,50,10,60,44,5,49,13,3,7,6,2,7,1,1,1,2,1,1,2,2,0,1,12,3,4,5,1,5,1,1,1,0,0,0,1,1,0,0,14,6,8,6,3,10,2,0,1,1,0,1,2,1,0,1,14,6,4,6,2,9,2,0,1,0,0,0,1,0,0,0,14,6,8,8,4,10,2,0,1,1,0,1,2,1,0,2,14,6,4,8,3,9,2,0,1,0,0,0,1,0,0,1
